"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"1029","Oct 18, 2013","The Fifth Estate","$26,000,000","$1,673,351","$3,254,172","$6,154,172","Play","Drama","128 minutes","News, Investigative Journalist, Internet, Non-Chronological, Epilogue, Political, Iraq War, Government Corruption, Whistleblowers",NA
"1030","Nov 9, 2012","Lincoln","$65,000,000","$944,308","$182,207,973","$273,346,281","Play","Drama","149 minutes","Biography, Ensemble, Political, War, Civil War, Slavery, Intertitle, Dream Sequence, Voiceover/Narration, Death of a Son or Daughter, Hitmen, Political Assassination, Assassination, 2013 Oscars Best Picture Nominee",NA
"1031","Jun 29, 2012","People Like Us","$16,000,000","$4,255,423","$12,431,792","$12,617,472","Play","Drama","115 minutes","Inheritance, Dysfunctional Family, Unexpected Families",NA
"1032","Mar 9, 2012","A Thousand Words","$40,000,000","$6,176,280","$18,450,127","$20,790,486","Play","Comedy","91 minutes","Curses, Religious, Writing and Writers, New Age, Therapists / Therapy, Breaking the Fourth Wall, Dysfunctional Family",NA
"1033","Dec 25, 2011","War Horse","$70,000,000","$7,515,402","$79,883,359","$156,815,529","Play","Drama","146 minutes","World War I, War, Animal Lead, Ensemble, Addiction, Dysfunctional Family, Class Warfare, Orphan, 2012 Oscars Best Picture Nominee",NA
"1034","Oct 7, 2011","Real Steel","$110,000,000","$27,319,677","$85,463,309","$263,880,341","Play","Action","126 minutes","Boxing, Robot, Comeback, Underdog, Organized Crime, Gambling, Dysfunctional Family, Romance, Young Child Dealing with the Death of a Parent, IMAX: DMR",NA
"1035","Aug 19, 2011","Fright Night","$30,000,000","$8,114,388","$18,298,649","$40,520,649","Play","Horror","101 minutes","3-D, Coming of Age, Rescue, Stage Magician, Remake, Vampire, Horror Comedy",NA
"1036","Aug 10, 2011","The Help","$25,000,000","$26,044,590","$169,705,587","$213,120,004","Play","Drama","137 minutes","Bigotry, African-American, Writing and Writers, Boss From Hell, You Can't Go Home Again, Upstairs / Downstairs, Non-Chronological, Voiceover/Narration, 2012 Oscars Best Picture Nominee",NA
"1037","Jul 29, 2011","Cowboys and Aliens","$163,000,000","$36,431,290","$100,368,560","$176,038,324","Play","Action","118 minutes","Alien Invasion, Faulty Memory, Independent/Other Comics, Visual Effects, Foreign Language, Surprise Twist, IMAX: DMR",NA
"1038","Feb 18, 2011","I am Number Four","$50,000,000","$19,449,893","$55,100,437","$146,195,159","Play","Adventure","114 minutes","Friendly Alien on Earth, Alien Invasion, New Guy/Girl in School, Romance, Visual Effects, Secret Identity, Prologue, Voiceover/Narration, Coming of Age, Bullies, IMAX: DMR",NA
"1039","Jul 30, 2010","Dinner for Schmucks","$69,000,000","$23,527,839","$73,026,337","$86,796,502","Play","Comedy","114 minutes","Boss From Hell, Foreign-Language Remake, Epilogue",NA
"1040","Jun 24, 2009","Transformers: Revenge of th…","$210,000,000","$108,966,307","$402,111,870","$836,519,699","Play","Action","149 minutes","Robot, IMAX: DMR, Friendly Alien on Earth, Coming of Age, Politicians, Car Chase, Revenge, Narcotics, Fugitive / On the Run, Kidnap, Cover Up","Transformers"
"1041","Mar 20, 2009","I Love You, Man","$40,000,000","$17,810,270","$72,013,010","$92,302,502","","Comedy","105 minutes",NA,NA
"1042","Sep 26, 2008","Eagle Eye","$80,000,000","$29,150,721","$101,440,743","$180,585,259","","Thriller/Suspense","117 minutes","Terrorism, Surprise Twist, Artificial Intelligence, IMAX: DMR",NA
"1043","Sep 19, 2008","Ghost Town","$20,000,000","$5,012,315","$13,367,624","$29,958,228","","Romantic Comedy","102 minutes","Hauntings, Romance",NA
"1044","Aug 13, 2008","Tropic Thunder","$90,000,000","$25,812,796","$110,515,313","$191,145,256","","Comedy","106 minutes","Movie Business, War, Gratuitous Cameos",NA
"1045","Dec 21, 2007","Sweeney Todd: The Demon Bar…","","$9,300,805","$52,898,073","$153,329,844","","Musical","117 minutes","Serial Killer, Prison, Revenge, Food, Cannibalism",NA
"1046","Oct 19, 2007","Things We Lost in the Fire","$16,000,000","$1,561,949","$3,287,315","$8,120,148","","Drama","119 minutes",NA,NA
"1047","Jul 2, 2007","Transformers","$151,000,000","$70,502,384","$319,246,193","$708,272,592","","Action","142 minutes","Alien Invasion, Robot, Friendly Alien on Earth, End of the World, IMAX: DMR","Transformers"
"1048","Apr 13, 2007","Disturbia","$20,000,000","$22,224,982","$80,818,974","$118,537,627","","Thriller/Suspense","97 minutes","House Arrest",NA
"1049","Mar 30, 2007","Blades of Glory","$61,000,000","$33,014,202","$118,594,548","$145,594,548","","Comedy","93 minutes","Miscellaneous Sports, Olympics, Winter Sports, Figure Skating",NA
"1050","Feb 9, 2007","Norbit","","$34,195,434","$95,673,607","$158,973,607","","Comedy","103 minutes","Cross-Dressing, Fat Suit, Relationships Gone Wrong, Same Actor, Multiple Roles",NA
"1051","Dec 20, 2006","Letters from Iwo Jima","$13,000,000","$89,097","$13,756,082","$67,867,998","","Drama","101 minutes","World War II, Historical Battles, War",NA
"1052","Dec 15, 2006","Dreamgirls","$75,000,000","$378,950","$103,365,956","$155,708,695","","Musical","130 minutes","Music Industry, Musicians, African-American, Talent Contest",NA
"1053","Nov 3, 2006","Flushed Away","$149,000,000","$18,814,323","$64,665,672","$179,357,126","","Adventure","85 minutes","Culture Clash, Directing Yourself",NA
"1054","Oct 20, 2006","Flags of Our Fathers","$53,000,000","$10,245,190","$33,602,376","$63,657,941","","Drama","132 minutes","World War II, Historical Battles, War",NA
"1055","Dec 9, 2005","Memoirs of a Geisha","$85,000,000","$682,504","$57,010,853","$161,510,853","","Drama","137 minutes","Coming of Age",NA
"1056","Oct 21, 2005","Dreamer: Inspired by a True…","$32,000,000","$9,178,233","$33,022,286","$39,498,360","","Drama","102 minutes","Horse Racing, Miscellaneous Sports, Inspired by a True Story",NA
"1057","Aug 5, 2005","The Chumscrubber","$6,800,000","$28,548","$49,526","$49,526","","Drama",NA,NA,NA
"1058","Jun 29, 2005","War of the Worlds","$132,000,000","$64,878,725","$234,280,354","$606,836,535","","Action","116 minutes","Alien Invasion, Visual Effects, Voiceover/Narration, Illinois, England, France, Italy, Restaurants, War, 2000s, End of the World, Car Accident",NA
"1059","Dec 17, 2004","Lemony Snicket's A Series o…","$100,000,000","$30,061,756","$118,627,117","$212,956,024","","Adventure","107 minutes","Inheritance, Voiceover/Narration",NA
"1060","Aug 6, 2004","Collateral","$60,000,000","$24,701,458","$100,170,152","$217,670,152","","Action","120 minutes","Hitmen, Film Noir",NA
"1061","Jul 9, 2004","Anchorman: The Legend of Ro…","$25,000,000","$28,416,365","$84,136,909","$89,476,265","","Comedy","95 minutes","News, Gratuitous Cameos, Frat Pack, Judd Apatow Buddy Comedy, Based on an UNTRUE Story, Intertitle, Voiceover/Narration, Breaking the Fourth Wall, LGBT, Closeted Homosexual, Learning Disabilities, Animal Lead, TV News","Anchorman"
"1062","Jun 18, 2004","The Terminal","$75,000,000","$19,053,199","$77,073,959","$218,673,959","","Drama","128 minutes","Government Bureaucracy, Immigration, Language Barrier, Inspired by a True Story, Flight Attendant, Relationships Gone Wrong",NA
"1063","May 19, 2004","Shrek 2","$70,000,000","$108,037,878","$441,226,247","$937,008,132","","Adventure","92 minutes","In-Laws / Future In-Laws","Shrek"
"1064","Apr 30, 2004","Envy","$20,000,000","$6,160,886","$13,548,322","$14,566,246","","Comedy","99 minutes","Rags to Riches, Frat Pack",NA
"1065","Feb 20, 2004","Eurotrip","$25,000,000","$6,711,384","$17,718,223","$20,718,223","","Comedy",NA,NA,NA
"1066","Nov 21, 2003","The Cat in the Hat","$109,000,000","$38,329,160","$101,018,283","$133,818,283","","Adventure","82 minutes","Visual Effects",NA
"1067","Sep 19, 2003","Anything Else","$18,000,000","$1,673,125","$3,203,044","$13,203,044","","Romantic Comedy",NA,"Romance",NA
"1068","Jul 25, 2003","Seabiscuit","$86,000,000","$20,854,735","$120,277,854","$148,715,342","","Drama","140 minutes","Horse Racing, Inspired by a True Story, Inspirational Sports",NA
"1069","Jan 31, 2003","Biker Boyz","","$10,106,992","$21,908,034","$21,908,034","","Action","111 minutes",NA,NA
"1070","Dec 25, 2002","Catch Me if You Can","$52,000,000","$30,082,000","$164,606,800","$355,612,291","","Drama","140 minutes","Biography, Confidence Men, Fugitive / On the Run, Non-Chronological, Intertitle, Dysfunctional Family, Infidelity, Police Procedural, Voiceover/Narration, Runaway, Homeless, Lawyers, Doctors, Romance, Relationships Gone Wrong, Prostitution, Epilogue",NA
"1071","Jul 12, 2002","Road to Perdition","$80,000,000","$22,079,481","$104,054,514","$183,354,514","","Drama","116 minutes","Hitmen, Mafia, Road Trip, Revenge, D.C. Comics, Film Noir",NA
"1072","Jun 21, 2002","Minority Report","$102,000,000","$35,677,125","$132,024,714","$358,824,714","","Action","144 minutes","Visual Effects, Film Noir, Fugitive / On the Run",NA
"1073","Dec 21, 2001","A Beautiful Mind","$78,000,000","$367,151","$170,708,996","$317,668,058","","Drama","134 minutes","Biography, Surprise Twist, Mental Illness, Academics, War, Hallucinations, Oscars Best Picture Winner",NA
"1074","Oct 19, 2001","The Last Castle","$60,000,000","$7,088,213","$18,208,078","$20,541,668","","Drama","132 minutes",NA,NA
"1075","Aug 24, 2001","The Curse of the Jade Scorpion","$26,000,000","$2,459,315","$7,496,522","$18,496,522","","Comedy",NA,"Film Noir",NA
"1076","Jun 29, 2001","Artificial Intelligence: AI","$90,000,000","$29,352,630","$78,616,689","$235,900,000","","Drama","145 minutes","Robot, Voiceover/Narration, Artificial Intelligence, Living Toys, Medical and Hospitals, Dysfunctional Family, Prostitution, Post Apocalypse",NA
"1077","Jun 8, 2001","Evolution","$80,000,000","$13,408,351","$38,311,134","$98,341,932","","Comedy","101 minutes",NA,NA
"1078","Dec 22, 2000","Cast Away","$85,000,000","$28,883,406","$233,632,142","$427,230,516","","Drama","143 minutes","Marooned, Extreme Weather, 2000s, Lone Survivor",NA
"1079","Oct 13, 2000","The Contender","$9,000,000","$5,363,900","$17,804,273","$17,804,273","","Drama",NA,NA,NA
"1080","Oct 6, 2000","Meet the Parents","$55,000,000","$28,623,300","$166,225,040","$330,425,040","","Comedy","108 minutes","In-Laws / Future In-Laws, Frat Pack","Meet the Parents"
"1081","Sep 15, 2000","Almost Famous","$60,000,000","$2,314,646","$32,522,352","$47,371,191","","Comedy",NA,"Rock 'n' Roll, Coming of Age, Music Industry, Investigative Journalist, LGBT, Coming Out, On Tour",NA
"1082","Jul 21, 2000","What Lies Beneath","$90,000,000","$29,702,959","$155,464,351","$288,693,989","","Thriller/Suspense","126 minutes",NA,NA
"1083","May 5, 2000","Gladiator","$103,000,000","$34,819,017","$187,683,805","$457,683,805","","Action","154 minutes","Revenge, Posthumous Release, Oscars Best Picture Winner",NA
"1084","Dec 24, 1999","Galaxy Quest","$45,000,000","$7,012,630","$71,423,726","$90,523,726","","Adventure","102 minutes","Spoof",NA
"1085","Sep 15, 1999","American Beauty","$15,000,000","$861,531","$130,058,047","$356,258,047","","Drama","121 minutes","Dysfunctional Family, Mid-Life Crisis, Voiceover/Narration, Cheerleaders, Oscars Best Picture Winner",NA
"1086","Mar 19, 1999","Forces of Nature","","$13,510,728","$52,957,800","$93,957,800","","Romantic Comedy","102 minutes","Romance",NA
"1087","Oct 2, 1998","Antz","$60,000,000","$17,195,160","$90,757,863","$152,457,863","","Adventure","83 minutes",NA,NA
"1088","Jul 10, 1998","Small Soldiers","$40,000,000","$14,047,592","$55,143,823","$71,743,823","","Adventure","110 minutes","Living Toys",NA
"1089","Dec 19, 1997","Mouse Hunt","$38,000,000","$6,062,922","$61,894,591","$61,894,591","","Adventure","97 minutes","Animals Gone Bad, Animal Lead",NA
"1090","Dec 12, 1997","Amistad","$40,000,000","$4,573,523","$44,212,592","$58,250,151","","Drama","152 minutes","On a Boat, Mutiny, Slavery, Courtroom Drama, Intertitle, Culture Clash, Language Barrier, Epilogue",NA
"1091","","","","","","","",NA,NA,NA,NA
"1092","Averages","","$61,167,143","$19,152,708","$87,173,878","$172,700,511","",NA,NA,NA,NA
"1093","Totals","75","$4,281,700,000","","$6,450,866,972","$12,779,837,818","",NA,NA,NA,NA
"1094","Mar 29, 2018","Ready Player One","$150,000,000","$41,769,050","$137,018,455","$578,621,729","Play","Adventure","140 minutes","Near Future, Virtual Reality, Video Game, Environment, Government Corruption, Poverty, Treasure Hunters",NA
"1095","Feb 23, 2018","Game Night","$37,000,000","$17,005,332","$69,001,013","$117,201,013","Play","Comedy","93 minutes","Murder Mystery, Amatuer Slueth, Ensemble, Kidnap, Rescue",NA
"1096","Feb 9, 2018","The 15:17 to Paris","$30,000,000","$12,554,286","$36,250,957","$56,070,897","Play","Drama","94 minutes","Non-Chronological, 2010s, Ex-soldier, Terrorism, Trains, Nightclub, Non Professional Actor, Autobiographical",NA
"1097","Oct 13, 2017","6 Below: Miracle on the Mou…","","","","$641,491","","Thriller/Suspense","98 minutes","Early / Simultaneous Video on Demand release, Extreme Sports, Extreme Weather, Lost, Non-Chronological, Same Role, Multiple Actors, Rescue, Paralysis / Loss of a Limb, Addiction, Hockey, Inspired by a True Story",NA
"1098","Sep 22, 2017","The Lego Ninjago Movie","$70,000,000","$20,433,071","$59,281,555","$122,739,546","Play","Adventure","101 minutes","Ninja, Martial Arts, High School, Monster, Super Villains, Secret Identity, Dysfunctional Family","Lego"
"1099","Aug 11, 2017","Annabelle: Creation","$15,000,000","$35,006,404","$102,092,201","$305,385,888","Play","Horror","109 minutes","Living Toys, Supernatural, Monks and Nuns, Orphan, Orphanage, Death of a Son or Daughter, Prequel, Demons","The ConjuringAnnabelle"
"1100","Jul 21, 2017","Dunkirk","$150,000,000","$50,513,488","$190,068,280","$499,900,860","Play","Action","107 minutes","World War II, France, 1940s, Nazis, Germany, Mass Evacuation, War",NA
"1101","Jun 30, 2017","The House","$40,000,000","$8,724,795","$25,584,504","$31,192,743","Play","Comedy","88 minutes","Gambling, Dysfunctional Family, Narcotics, Money Troubles",NA
"1102","Jun 2, 2017","Wonder Woman","$150,000,000","$103,251,471","$412,563,408","$821,133,378","Play","Action","141 minutes","D.C. Comics, War, World War I, Gods and Goddesses, Origin Story, Marooned, Greek Mythology, 1910s, Secret Agent, Development Hell, Prologue, Voiceover/Narration, Non-Chronological","DC Extended Universe"
"1103","May 12, 2017","King Arthur: Legend of the …","$175,000,000","$15,371,270","$39,175,066","$139,950,708","Play","Adventure","126 minutes","Royalty, Prophecy, Orphan, Sword & Sorcerer, Footage Shown in Reverse, Young Child Dealing with the Death of a Parent, Revenge, Middle Ages",NA
"1104","Apr 21, 2017","Unforgettable","$12,000,000","$4,785,431","$11,368,012","$16,221,211","Play","Thriller/Suspense","114 minutes","Romance, Relationships Gone Wrong, Obsessive Love, The Other Woman, Social Media",NA
"1105","Apr 7, 2017","Going in Style","$24,000,000","$11,932,330","$45,018,541","$78,673,103","Play","Comedy","96 minutes","Remake, Heist, Money Troubles, White Collar Crime, Revenge, Autumn Years, Retirement",NA
"1106","Mar 24, 2017","CHiPS","$25,000,000","$7,722,802","$18,600,152","$23,190,697","Play","Action","100 minutes","California, Hollywood, Corrupt Cops, Undercover, FBI, Buddy Cop, Adapted as a Comedy, Directing Yourself, Screenplay Written By the Star, Family Affair",NA
"1107","Feb 17, 2017","Fist Fight","$25,000,000","$12,201,873","$32,187,017","$40,287,017","Play","Comedy","91 minutes","Teachers, Fired, Revenge, High School, Bullies",NA
"1108","Dec 25, 2016","Live by Night","$65,000,000","$33,336","$10,378,555","$21,778,555","Play","Drama","129 minutes","Dysfunctional Family, Directing Yourself, Organized Crime, 1920s, 1930s, Prohibition Era, Voiceover/Narration, Miami, Immigration, Religious",NA
"1109","Dec 16, 2016","Collateral Beauty","$36,000,000","$7,102,085","$31,016,021","$85,315,070","Play","Drama","96 minutes","New York City, Advertising and Marketing, Death of a Son or Daughter, Depression, Ensemble",NA
"1110","Oct 14, 2016","The Accountant","$40,000,000","$24,710,273","$86,260,045","$152,967,088","Play","Thriller/Suspense","128 minutes","Accountants, Organized Crime, White Collar Crime, Child Prodigy, Mental Illness",NA
"1111","Sep 23, 2016","Storks","$70,000,000","$21,311,407","$72,679,278","$183,371,420","Play","Adventure","100 minutes","Animal Lead, Talking Animals, Unexpected Families",NA
"1112","Aug 5, 2016","Suicide Squad","$175,000,000","$133,682,248","$325,100,054","$746,100,054","Play","Action","123 minutes","Ensemble, Villain's Point of View, Mercenaries, D.C. Comics, Prison, Cruel Wardens or Prison Guards, Voiceover/Narration, Non-Chronological, Intertitle, Scene in End Credits, Revenge, Death of a Spouse or Fiancée / Fiancé, Death of a Sibling, Possessed, Mutants","DC Extended Universe"
"1113","Jul 22, 2016","Lights Out","$5,000,000","$21,688,103","$67,268,835","$148,807,333","Play","Horror","80 minutes","Hauntings, Family Secrets, Director Remaking Their Own Movie, Supernatural",NA
"1114","Jul 1, 2016","The Legend of Tarzan","$180,000,000","$38,527,856","$126,643,061","$349,022,570","Play","Adventure","110 minutes","Africa, Animal Lead, Government Corruption",NA
"1115","Jun 17, 2016","Central Intelligence","$50,000,000","$35,535,250","$127,440,871","$217,196,811","Play","Comedy","114 minutes","High School Hell, Bullies, C.I.A., High School Reunions",NA
"1116","Apr 29, 2016","Keanu","$15,000,000","$9,453,224","$20,591,853","$20,688,141","Play","Comedy","98 minutes","African-American, Missing Pet, Gangs, Rescue, Relationships Gone Wrong, Screenplay Written By the Star",NA
"1117","Mar 25, 2016","Batman v Superman: Dawn of …","$250,000,000","$166,007,347","$330,360,194","$867,822,763","Play","Action","151 minutes","Franchise Crossover, D.C. Comics, Vigilante, Non-Chronological, Dream Sequence, Prophetic Dreams","Man of SteelSupermanBatmanDC Extended Universe"
"1118","Mar 18, 2016","Midnight Special","$18,000,000","$190,012","$3,712,282","$7,680,250","Play","Drama","102 minutes","Fugitive / On the Run, Cults, Religious",NA
"1119","Dec 11, 2015","In the Heart of the Sea","$100,000,000","$11,053,366","$25,020,758","$89,693,309","Play","Adventure","121 minutes","Animals Gone Bad, On a Boat, Marooned, Cannibalism, 1800s, Same Role, Multiple Actors, Lost At Sea",NA
"1120","Oct 30, 2015","Our Brand is Crisis","$28,000,000","$3,249,242","$7,002,261","$8,594,558","Play","Drama","100 minutes","Bolivia, Political, Political Campaign, 2000s, Professional Rivalry",NA
"1121","Oct 9, 2015","Pan","$150,000,000","$15,315,435","$35,088,320","$151,543,635","Play","Adventure","111 minutes","Pirates, Fairies, 3-D, Origin Story, Orphan, Whitewashed Casting, 1940s, Character POV shot, 1930s, Surprise Twist, Native Americans, Coming of Age, Kidnap, Slow Motion Scene, Swashbuckler",NA
"1122","Sep 18, 2015","Black Mass","$53,000,000","$22,635,037","$62,575,678","$98,837,872","Play","Drama","122 minutes","Hitmen, Biography, 1970s, Boston, Organized Crime, Mafia, FBI, Crime Thriller, True Crime, Confidential Informant, 1980s",NA
"1123","Aug 14, 2015","The Man From U.N.C.L.E.","$75,000,000","$13,421,036","$45,445,109","$105,445,109","Play","Action","106 minutes","1960s, C.I.A., Cold War, Commies, Nazis Outside of World War II, Terrorism, KGB",NA
"1124","Jul 29, 2015","Vacation","$31,000,000","$14,681,108","$58,884,188","$101,627,989","Play","Comedy","98 minutes","Vacation, Road Trip, Dysfunctional Family, Delayed Sequel, Sequel With Lead Character Recast, Actors Making Their Directorial Debut","National Lampoon's Vacation"
"1125","Jul 1, 2015","Magic Mike XXL","$14,500,000","$12,857,184","$66,013,057","$123,709,460","Play","Comedy","115 minutes","Strippers / Stripping, Retirement, One Last Job, Screenplay Written By the Star","Magic Mike"
"1126","May 29, 2015","San Andreas","$110,000,000","$54,588,173","$155,190,832","$457,199,280","Play","Adventure","114 minutes","Disaster, Los Angeles, Rescue",NA
"1127","Mar 27, 2015","Get Hard","$40,000,000","$33,803,253","$90,411,453","$106,511,453","Play","Comedy","99 minutes","White Collar Crime, Buddy Comedy, Prison, Bigotry, Falsely Accused, Intertitle",NA
"1128","Feb 6, 2015","Jupiter Ascending","$179,000,000","$18,372,372","$47,482,519","$181,982,519","Play","Action","127 minutes","Royalty, Alien Invasion, Romance, Space Opera, Sibling Rivalry, Animal Lead, Animal Hybrids",NA
"1129","Oct 3, 2014","Annabelle","$6,500,000","$37,134,255","$84,273,813","$256,862,920","Play","Horror","98 minutes","Cults, Demons, New Parents, Troubled Pregnancy or Miscarriage, Prequel, Living Toys, Supernatural, Suicide, Collectors and Collectables, Fugitive / On the Run, Possessed","The ConjuringAnnabelle"
"1130","Sep 19, 2014","This is Where I Leave You","$20,000,000","$11,558,149","$34,296,320","$41,296,320","Play","Comedy","103 minutes","Dysfunctional Family, Funeral Reunions, Ensemble, Jewish, Religious, Novel or Other Work Adapted by Author",NA
"1131","Jun 6, 2014","Edge of Tomorrow","$178,000,000","$28,760,246","$100,206,256","$370,541,256","Play","Action","136 minutes","Alien Invasion, War, Time Travel, Visual Effects",NA
"1132","Nov 23, 2012","Hitchcock","","$287,715","$6,008,677","$24,742,844","Play","Drama","98 minutes","Biography, Movie Business, Hallucinations, Performing Arts, Prologue, Breaking the Fourth Wall, Death of a Sibling, Non-Chronological",NA
"1133","Nov 21, 2012","Life of Pi","$120,000,000","$22,451,514","$124,987,022","$607,258,634","Play","Drama","125 minutes","Cannibalism, Religious, Animal Lead, On a Boat, Disaster, Marooned, Surprise Twist, Non-Chronological, Same Role, Multiple Actors, Development Hell, 3-D, 3-D - Shot in 3-D, Voiceover/Narration, Unnamed Character, Atheism, Visual Effects, 2013 Oscars Best Picture Nominee",NA
"1134","Nov 9, 2012","Lincoln","$65,000,000","$944,308","$182,207,973","$273,346,281","Play","Drama","149 minutes","Biography, Ensemble, Political, War, Civil War, Slavery, Intertitle, Dream Sequence, Voiceover/Narration, Death of a Son or Daughter, Hitmen, Political Assassination, Assassination, 2013 Oscars Best Picture Nominee",NA
"1135","Oct 26, 2012","Chasing Mavericks","$20,000,000","$2,268,274","$6,002,756","$8,300,821","Play","Drama","115 minutes","Surfing, Coming of Age, Biography, Inspirational Sports",NA
"1136","Aug 3, 2012","Diary of a Wimpy Kid: Dog Days","$22,000,000","$14,623,599","$49,008,662","$77,229,695","Play","Adventure","94 minutes","Dysfunctional Family, Sibling Rivalry, Animated Sequences, Summer Vacation, Tennis, First Love, Voiceover/Narration, Camping","Diary of a Wimpy Kid"
"1137","Jul 27, 2012","The Watch","$55,000,000","$12,750,297","$34,353,000","$67,130,045","Play","Comedy","87 minutes","Alien Invasion, Buddy Comedy, Dysfunctional Family",NA
"1138","Jun 22, 2012","Abraham Lincoln: Vampire Hu…","$67,500,000","$16,306,974","$37,519,139","$137,489,730","Play","Horror","105 minutes","Alternate History, Young Child Dealing with the Death of a Parent, Civil War, Slavery, Vampire, 3-D, Novel or Other Work Adapted by Author, Voiceover/Narration",NA
"1139","Jun 8, 2012","Prometheus","$125,000,000","$51,050,101","$126,477,084","$402,448,265","","Adventure","124 minutes","3-D, Robot, Corporate Malfeasance, Alien Invasion, Prequel, Delayed Sequel, Surprise Twist, IMAX: DMR, Prologue, Intertitle, Faked Death","Alien"
"1140","May 4, 2012","The Best Exotic Marigold Hotel","$10,000,000","$737,051","$46,383,639","$134,639,780","Play","Comedy","122 minutes","Autumn Years, Retirement, Romance, December Romance, Widow/Widower, Bigotry, Ensemble, India","Best Exotic Marigold Hotel"
"1141","Apr 13, 2012","The Three Stooges","$30,000,000","$17,010,125","$44,338,224","$54,052,249","Play","Adventure","92 minutes","Epilogue, Orphan, Adopted Family, Sibling Rivalry, Religious, Reality TV, Cross-Dressing, Development Hell, Gratuitous Cameos",NA
"1142","Feb 3, 2012","Chronicle","$12,000,000","$22,004,098","$64,575,175","$123,681,790","Play","Thriller/Suspense","106 minutes","Found Footage, Psychics, Dysfunctional Family, Revenge, Bullies, Addiction, Romance, First Love",NA
"1143","Dec 23, 2011","We Bought a Zoo","$50,000,000","$9,360,434","$75,624,550","$118,729,073","Play","Drama","124 minutes","Animal Lead, Romance, Dysfunctional Family, Coming of Age, First Love, Mid-Life Crisis, Voiceover/Narration, Prologue, Writing and Writers, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Inheritance, Epilogue",NA
"1144","Nov 16, 2011","The Descendants","$20,000,000","$1,190,096","$82,624,961","$175,507,800","","Drama","110 minutes","Voiceover/Narration, Medical and Hospitals, Dysfunctional Family, Inheritance, Land Developer, Infidelity, Surprise Twist, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Death of a Son or Daughter, Character's Journey Shown on Map, Coming of Age, Inspired by a True Story, 2012 Oscars Best Picture Nominee",NA
"1145","Oct 14, 2011","The Big Year","$41,000,000","$3,251,884","$7,204,138","$7,684,524","Play","Comedy","100 minutes","Delayed Adulthood, Mid-Life Crisis, Road Trip, Ensemble, Voiceover/Narration, Intellectual Pursuits, Retirement, Epilogue, Dysfunctional Family, Romance, Relationship Advice, Relationships Gone Wrong",NA
"1146","Aug 5, 2011","Rise of the Planet of the Apes","$93,000,000","$54,806,191","$176,760,185","$482,860,185","Play","Adventure","120 minutes","Animal Lead, Animals Gone Bad, Medical and Hospitals, Prequel, Terminal Illness, Visual Effects, End of the World, Epidemic, Voiceover/Narration, Faulty Memory, Talking Animals, Epilogue","Planet of the Apes"
"1147","Jun 17, 2011","Mr. Poppers's Penguins","$55,000,000","$18,445,355","$68,224,452","$189,624,452","Play","Adventure","93 minutes","Family Movie, Animal Lead, Dysfunctional Family, Inheritance, Corporate Life, Mid-Life Crisis",NA
"1148","Jun 3, 2011","X-Men: First Class","$160,000,000","$55,101,604","$146,408,305","$355,408,305","Play","Action","132 minutes","Mutants, Boarding School, New Guy/Girl in School, Prequel, Ensemble, Gratuitous Cameos, Marvel Comics, Political, LGBT, Religious, Non-Chronological, Nazis, Terrorism","X-Men"
"1149","Apr 22, 2011","Water for Elephants","$38,000,000","$16,842,353","$58,709,717","$116,809,717","Play","Drama","120 minutes","Orphan, Road Trip, Romance, Animal Lead, Performing Arts, Cross-Class Romance, Relationships Gone Wrong, Non-Chronological, Coming of Age, Same Role, Multiple Actors, Foreign Language, Young Child Dealing with the Death of a Parent, Circus, Boss From Hell, Voiceover/Narration, Addiction",NA
"1150","Feb 11, 2011","Cedar Rapids","$10,000,000","$302,968","$6,861,102","$7,862,131","","Comedy","87 minutes","Corporate Life, Corporate Malfeasance, Black Out Drunk, Day After, Country Mouse, City Mouse, Prostitution, Narcotics, Ensemble",NA
"1151","Dec 25, 2010","Gulliver's Travels","$112,000,000","$6,307,691","$42,779,261","$232,017,848","Play","Adventure","87 minutes","Writing and Writers, 3-D, War, Modern Adaptation, Romance, Royalty, Relationship Advice, Delayed Adulthood, Steampunk, Kidnap, Visual Effects, Robot, Rescue",NA
"1152","Dec 3, 2010","Black Swan","$13,000,000","$1,443,809","$106,954,678","$331,266,710","Play","Thriller/Suspense","108 minutes","Dancing, Mental Illness, Dysfunctional Family, LGBT, Hallucinations, 2011 Oscars Best Picture Nominee, Psychological Horror, Psychological Thriller",NA
"1153","Nov 5, 2010","127 Hours","$18,000,000","$264,851","$18,335,230","$60,217,171","Play","Drama","93 minutes","Marooned, One Character, One Location, Escape, Breaking the Fourth Wall, Miscellaneous Sports, Non-Chronological, Amputee, 2011 Oscars Best Picture Nominee",NA
"1154","Sep 24, 2010","Wall Street 2: Money Never …","$70,000,000","$19,011,188","$52,474,616","$137,431,619","Play","Drama","127 minutes","Life on the Outside, Revenge, Dysfunctional Family, Corporate Life, Delayed Sequel","Wall Street"
"1155","Sep 15, 2010","Never Let Me Go","$15,000,000","$111,734","$2,434,652","$11,173,718","Play","Drama","120 minutes","Boarding School, Surprise Twist, Same Role, Multiple Actors, Romance, Cloning",NA
